edges__source,edges__strength,edges__target
115211,0.304394958,115514
115211,0.343642164,115515
115211,0.304394958,115807
115513,0.326532245,115514
115513,0.337154423,116209
115513,0.390625,115804
115514,0.326532245,126403
115514,0.41326898,115515
115514,0.37564641,116209
115807,0.305399917,116114
115807,0.31640625,116117
115807,0.378692544,116002
115807,0.25,209507
115807,0.340273889,209606
115309,0.308646914,115903
115309,0.335183103,137007
115903,0.36,136805
115903,0.308646914,168419
115903,0.308646914,168455
115903,0.335183103,168480
115903,0.373455432,115906
115903,0.398893296,137007
115903,0.308646914,158112
115401,0.331499578,115806
115401,0.346026298,116102
115401,0.346026298,116111
115806,0.346026298,116111
115806,0.335183103,116114
115806,0.31640625,116117
115806,0.458897856,115807
115806,0.36,116212
115806,0.234130177,157311
116102,0.604941728,116103
116102,0.57168721,116104
116102,0.468143324,116105
116102,0.434399628,116106
116102,0.434399628,116107
116102,0.435032585,116108
116102,0.500301582,116109
116102,0.582413186,116110
116102,0.346026298,116112
116102,0.504852881,116114
116102,0.457611661,116117
116102,0.418686644,116201
116102,0.353537268,116202
116102,0.323340077,116203
116102,0.483928923,116204
116102,0.5625,116205
116102,0.49378729,116206
116102,0.521601728,116207
116102,0.540651384,116208
116102,0.418686644,116209
116102,0.457611661,116210
116102,0.572685698,116211
116102,0.395100245,116212
116102,0.346026298,116217
116102,0.312279792,116302
116102,0.312279792,126403
116102,0.312279792,126405
116102,0.630626574,116111
115509,0.312279792,116102
115509,0.326532245,126403
115509,0.321114889,209403
115509,0.41326898,115515
115509,0.25,157615
126403,0.430664063,126405
126403,0.41326898,126404
126403,0.457611661,126406
115512,0.326532245,115514
115512,0.326532245,115515
115512,0.326532245,115516
115512,0.274376916,157323
116302,0.31640625,126403
116302,0.31640625,126405
168419,0.373455432,168421
168419,0.373455432,168426
168419,0.37051569,168428
168419,0.373455432,168441
168419,0.335183103,168466
168419,0.308646914,168479
168419,0.36,168481
168419,0.308646914,168483
168419,0.36,168485
168419,0.308646914,168514
168419,0.383222903,168538
168419,0.373455432,168547
168419,0.308646914,178603
168419,0.308646914,189026
168419,0.335183103,189032
168480,0.335183103,168515
168537,0.326532245,168546
168537,0.390625,168538
116002,0.352539063,116117
116002,0.25,116301
116107,0.496390703,116110
116107,0.464878512,116111
116107,0.349174628,116112
116107,0.434399628,116114
116107,0.349174628,116115
116107,0.40495405,116117
116107,0.322828512,116202
116107,0.470966513,116203
116107,0.546313157,116204
116107,0.496390703,116205
116107,0.434399628,116206
116107,0.496390703,116207
116107,0.496390703,116208
116107,0.464878512,116211
116107,0.40495405,116212
116107,0.37655405,116305
116107,0.349174628,168544
116107,0.760977076,116108
116107,0.74587405,116109
116112,0.335183103,116114
116112,0.456543462,116115
116112,0.346026298,116117
116112,0.381491523,116201
116112,0.37051569,116204
116112,0.373455432,116205
116112,0.420746823,116206
116112,0.340273889,116207
116112,0.457611661,116208
116112,0.312279792,116209
116112,0.420746823,116211
116112,0.470198204,116212
116112,0.312279792,116302
116112,0.346026298,126403
116112,0.312279792,126405
116112,0.381491523,126406
116112,0.312279792,209401
116112,0.49378729,116202
116201,0.49378729,116202
116201,0.319473648,116204
116201,0.373455432,116205
116201,0.386411424,116206
116201,0.308646914,116207
116201,0.346026298,116208
116201,0.36,116212
116201,0.31640625,116302
116201,0.429247729,126403
116201,0.352539063,126405
116201,0.343642164,209401
116201,0.36,209403
116201,0.52437874,116210
116201,0.49378729,116211
116201,0.36,116304
116201,0.343642164,116307
116205,0.572685698,116206
116205,0.5625,116207
116205,0.5625,116208
116205,0.373455432,116209
116205,0.373455432,116210
116205,0.482246914,116212
116205,0.373455432,116217
116205,0.408180432,126403
116205,0.308646914,126406
116205,0.657412856,116211
116206,0.532505873,116207
116206,0.572685698,116208
116206,0.353537268,116209
116206,0.532505873,116211
116206,0.420746823,116212
116206,0.386411424,116217
116206,0.31152026,116305
116206,0.353537268,126403
116206,0.386411424,126405
116206,0.386411424,126406
116208,0.457611661,116209
116208,0.381491523,116210
116208,0.532505873,116211
116208,0.470198204,116212
116208,0.312279792,116217
116208,0.346026298,126403
116208,0.312279792,126405
116208,0.312279792,126406
116208,0.381491523,116302
116210,0.420746823,116211
116210,0.31640625,116302
116210,0.352539063,126405
116210,0.460457245,126403
116211,0.49378729,116212
116211,0.353537268,116217
116211,0.353537268,126403
116211,0.322135705,126405
116211,0.31469856,168544
126405,0.340273889,136910
126405,0.498266574,126406
126406,0.340273889,136910
126406,0.312279792,157614
209401,0.401106889,209403
116304,0.321114889,116307
116304,0.352539063,126405
116307,0.26886299,209603
158207,0.4225,158208
158207,0.4225,168466
168454,0.308646914,168455
168454,0.308646914,168459
168454,0.335183103,168462
168454,0.335183103,168466
168454,0.444448889,168465
168459,0.468143324,168466
137007,0.36,158302
137007,0.36,168481
137007,0.349174628,178703
137007,0.36,209405
137007,0.398893296,137009
137007,0.468143324,168409
168433,0.36,168434
168433,0.36,168436
168433,0.373455432,168483
168436,0.383222903,178701
136815,0.31640625,168413
136815,0.418686644,168408
168413,0.31640625,168416
168413,0.373455432,168419
168413,0.398893296,189032
168413,0.444448889,168421
168413,0.36,168484
168413,0.217780889,189014
168413,0.47265625,189026
168413,0.36,189031
137006,0.340273889,157410
137006,0.378692544,168443
137006,0.378692544,168473
137006,0.378692544,168522
137006,0.340273889,168534
137006,0.378692544,168541
137006,0.444448889,189002
157410,0.40495405,168534
157410,0.40495405,189002
168443,0.378692544,168471
168443,0.479293136,168473
168443,0.479293136,168522
168443,0.326532245,168523
168443,0.346026298,168533
168443,0.378692544,168541
168443,0.326532245,168543
168443,0.31640625,189006
168443,0.479293136,189002
168473,0.326532245,168517
168473,0.378692544,168522
168473,0.378692544,168541
168473,0.378692544,189001
168473,0.41326898,168523
168473,0.479293136,168542
168473,0.479293136,189002
168522,0.373455432,168532
168522,0.346026298,168533
168522,0.479293136,168534
168522,0.378692544,168541
168522,0.326532245,168543
168522,0.390625,189006
168522,0.444448889,168529
168522,0.479293136,189002
168534,0.378692544,168541
168534,0.40495405,168542
168534,0.308646914,168548
168534,0.528921653,189002
168534,0.36,189114
168541,0.378692544,168542
168541,0.326532245,168543
168541,0.479293136,189002
137019,0.319473648,178701
168417,0.319473648,168503
168417,0.383222903,168425
168465,0.326532245,168480
168465,0.319473648,168503
168465,0.321114889,209403
168409,0.36,168414
168409,0.326532245,168417
168409,0.335183103,168421
168409,0.335183103,168466
168409,0.4225,168481
168409,0.398893296,168483
168409,0.4225,168511
168409,0.335183103,168512
168409,0.335183103,168514
168409,0.349174628,178704
168409,0.444448889,178708
168409,0.335183103,189032
168450,0.326532245,178708
168450,0.373455432,168512
168450,0.373455432,168528
137013,0.319473648,157320
157204,0.429247729,157404
157204,0.429247729,157602
157216,0.304394958,157325
157216,0.326532245,157608
157219,0.340273889,168427
157219,0.5625,157220
157221,0.308646914,157507
157221,0.340273889,168484
157222,0.308646914,168403
157222,0.36,168422
157222,0.36,168441
157225,0.31640625,157229
157225,0.31640625,168416
157225,0.308646914,168483
157225,0.31640625,178605
157225,0.326532245,157226
157229,0.373455432,168455
157226,0.308646914,168407
168407,0.308646914,168548
168407,0.326532245,178708
157302,0.31640625,178603
157302,0.390625,178605
178603,0.390625,178605
168425,0.378692544,168431
168425,0.36,168481
168425,0.340273889,178607
168425,0.4225,168466
157608,0.31640625,157616
157608,0.340273889,209401
168408,0.398893296,168409
168408,0.346026298,168413
168408,0.373455432,168419
168408,0.373455432,168421
168408,0.346026298,168484
168408,0.346026298,168514
168408,0.346026298,168429
168408,0.444448889,168483
168408,0.280274948,199306
168412,0.335183103,168419
168412,0.36,168436
168426,0.31640625,168467
168426,0.444448889,168441
157318,0.308646914,158208
157318,0.398893296,168406
157318,0.36,168414
157318,0.308646914,168419
157318,0.36,168481
157318,0.373455432,168483
157318,0.390625,168514
157318,0.390625,168515
157318,0.31640625,168547
157318,0.31640625,158204
157318,0.31640625,168448
157318,0.398893296,168466
158208,0.468143324,168406
158208,0.335183103,168412
158208,0.308646914,168413
158208,0.373455432,168416
158208,0.373455432,168419
158208,0.373455432,168424
158208,0.308646914,168439
158208,0.308646914,168454
158208,0.308646914,168459
158208,0.326532245,168465
158208,0.36,168481
158208,0.373455432,168514
158208,0.373455432,189024
158208,0.335183103,189032
158208,0.521601728,168421
158208,0.468143324,168466
158208,0.444448889,168515
158208,0.308646914,189025
168514,0.390625,168515
168514,0.31640625,168524
168515,0.36,168547
168515,0.444448889,189024
157324,0.308646914,168422
157324,0.308646914,168450
157324,0.308646914,157412
157324,0.373455432,158202
157324,0.308646914,168516
168422,0.340273889,189024
158311,0.326532245,168536
157419,0.319473648,158205
157419,0.37051569,168481
157419,0.37051569,158308
157419,0.37051569,168485
157505,0.340273889,189024
157505,0.36,157507
168484,0.25,178706
168484,0.340273889,189020
158308,0.326532245,168480
168441,0.25,209402
168439,0.31640625,168514
168439,0.326532245,189024
168439,0.444448889,168441
168439,0.444448889,168515
158306,0.340273889,189102
158306,0.340273889,209505
189102,0.36,209505
168402,0.319473648,168503
168402,0.510210204,168404
168404,0.319473648,168503
168404,0.2025,178901
168405,0.36,168485
168405,0.36,168502
168405,0.349174628,189015
168485,0.390625,168537
168485,0.326532245,168538
168485,0.36,189026
168485,0.3136,189033
168421,0.373455432,168514
168421,0.308646914,189026
168415,0.373455432,168450
168415,0.346026298,168529
168415,0.373455432,168528
168529,0.373455432,168532
168529,0.346026298,168533
168529,0.36,168534
168529,0.36,168541
168475,0.36,168515
168423,0.326532245,168442
168423,0.326532245,168543
168467,0.308646914,168483
168467,0.31640625,168547
168467,0.390625,168508
168458,0.346026298,168512
168458,0.444448889,168547
168458,0.378692544,178603
168471,0.326532245,168517
168471,0.326532245,168523
168471,0.40495405,168526
168471,0.340273889,168527
168471,0.40495405,168534
168471,0.40495405,189002
168471,0.479293136,168473
168471,0.297515703,168509
168471,0.40495405,168519
168523,0.326532245,168541
168523,0.326532245,189001
168523,0.326532245,189002
168533,0.346026298,168543
168533,0.418686644,168541
168533,0.373455432,168548
168533,0.280274948,189005
168533,0.418686644,189006
168543,0.308646914,168548
168543,0.326532245,189001
168543,0.31640625,189006
168543,0.326532245,189030
189006,0.31640625,209612
168445,0.390625,168457
168445,0.444448889,168461
168457,0.444448889,168461
168457,0.40495405,168477
168457,0.25,209504
168456,0.326532245,189108
189108,0.444448889,189114
168517,0.326532245,168522
168517,0.326532245,168526
168517,0.25,168525
168517,0.326532245,168543
168526,0.41326898,168543
168526,0.40495405,189001
168526,0.40495405,189012
168527,0.308646914,168532
168527,0.25,209503
168472,0.326532245,168523
168472,0.36,168529
189001,0.297515703,189207
168477,0.36,168515
168477,0.378692544,178603
168482,0.308646914,168483
168505,0.346026298,168541
168505,0.418686644,168533
168505,0.221454948,209506
168518,0.340273889,168527
168518,0.390625,189006
168518,0.25,189209
168528,0.308646914,168529
168542,0.40495405,189002
168542,0.40495405,189001
168540,0.326532245,168543
168540,0.40495405,189001
189030,0.326532245,189031
189012,0.36,189022
10101,0.31640625,63501
10103,0.284440889,10203
10203,0.31640625,10210
10203,0.217780889,42004
10203,0.418686644,168433
10104,0.140625,84106
10105,0.332836686,104902
10206,0.267537218,10504
10206,0.31640625,10511
10202,0.217780889,21007
10202,0.284440889,31502
10202,0.284440889,63501
10204,0.280274948,42204
10207,0.280274948,168433
10208,0.25,10404
10301,0.282226563,115608
10306,0.456543462,10307
10306,0.278551728,20904
10402,0.326532245,41901
10402,0.264494204,42403
10405,0.340273889,31514
10405,0.15311569,178902
10407,0.297515703,157325
10409,0.23667252,209404
20601,0.111108889,178902
20602,0.25,20702
20603,0.221454948,31511
31511,0.346026298,31513
20701,0.3136,52515
20701,0.36,115705
52515,0.4096,136802
20705,0.25,31507
20705,0.221454948,31509
20809,0.444448889,20813
20708,0.25,20709
20810,0.23667252,21209
20710,0.31640625,20712
20710,0.31820881,42005
20714,0.228732628,20803
20803,0.25,20901
20801,0.206615703,41801
20801,0.167354628,94602
41801,0.224372742,41804
41801,0.197526914,74001
20802,0.25,52520
20802,0.25,84102
84102,0.273246653,84105
20901,0.235914204,20904
20805,0.289939172,20806
42002,0.272212628,136802
52607,0.36861898,52608
20902,0.183672245,21202
21202,0.233057218,21212
21202,0.304394958,115201
21001,0.464878512,21003
21003,0.468143324,21205
21005,0.25,21206
21206,0.321114889,31512
21206,0.312279792,52716
21206,0.217780889,63603
21006,0.215565204,21202
21103,0.235079523,73921
21104,0.31152026,41905
21104,0.238505257,63301
21107,0.319473648,136806
21201,0.297515703,42304
42304,0.151235432,62923
115201,0.267537218,115205
21207,0.273246653,63401
21208,0.183672245,31507
21214,0.12754898,104809
21302,0.265379523,73921
31504,0.178996686,41605
31513,0.197526914,74001
31515,0.25,52505
31515,0.25,115514
31516,0.23794884,31517
31517,0.33802596,41905
31518,0.183672245,178714
178714,0.25,189111
31519,0.284440889,31520
31520,0.280274948,63802
31520,0.284440889,63806
63806,0.284440889,104703
41701,0.26886299,52523
41702,0.36,168436
41804,0.398893296,41805
41902,0.25,73924
73924,0.286985204,116002
136802,0.272212628,136908
136802,0.349174628,136914
42003,0.217780889,63806
42101,0.278551728,104808
42201,0.2704,63214
42203,0.272212628,136806
42207,0.203951592,42208
42208,0.1936,63004
42303,0.25,115703
115703,0.221454948,157323
42306,0.25,63102
42306,0.237344352,157801
52503,0.15311569,52711
52711,0.213019172,62814
52507,0.147932544,62921
52508,0.25,62904
52508,0.272212628,136813
136813,0.25,178607
52510,0.206615703,62809
62809,0.135733296,62835
52516,0.178996686,168474
52517,0.25,209403
52519,0.183672245,157227
157227,0.183672245,178711
52529,0.177283103,147106
52530,0.178996686,168437
52601,0.221454948,157203
52602,0.09,52612
52602,0.111108889,158105
52603,0.197526914,52616
52603,0.26886299,157403
157403,0.226756916,157901
52604,0.444448889,157501
52604,0.308646914,157502
157502,0.340273889,158105
52605,0.173613889,158105
52606,0.25,62818
52610,0.12754898,52614
52614,0.378692544,52615
52614,0.147932544,157218
52613,0.25,62844
62844,0.308646914,157502
62844,0.308646914,158108
157218,0.378692544,157219
52620,0.286985204,157606
157606,0.25,178607
52701,0.25,52704
52704,0.183672245,62818
52704,0.169546298,136902
52703,0.147932544,63104
52703,0.284440889,84301
84301,0.25,209402
52707,0.25,178702
52708,0.3025,168404
52709,0.140625,62814
62814,0.289939172,62905
62814,0.29469698,63102
52710,0.20841051,63102
52712,0.135733296,157206
157206,0.177283103,157207
52713,0.289939172,73901
52713,0.25,157408
52714,0.36,52715
52715,0.26886299,136807
136807,0.332836686,178607
62803,0.3025,157224
62803,0.3025,157605
157224,0.3025,168483
62804,0.373455432,158112
62807,0.25,157408
62807,0.213019172,157901
62835,0.226756916,157901
62811,0.272212628,104901
104901,0.272212628,158308
62815,0.25,168425
62821,0.111108889,209504
62822,0.183672245,147110
62825,0.346026298,62841
62841,0.308646914,158112
62826,0.19140625,115403
115403,0.31640625,168514
62827,0.274376916,62836
62827,0.31640625,62903
62833,0.213019172,62904
62834,0.111108889,178902
62843,0.284440889,147115
147115,0.224372742,189023
62849,0.25,168455
62901,0.274376916,62905
62902,0.19140625,63817
62902,0.25,74002
62906,0.340273889,62907
62909,0.25,73906
62917,0.297515703,73910
62922,0.25,62933
62922,0.197526914,158001
62924,0.326532245,62935
62926,0.284440889,74002
62929,0.297515703,168479
62929,0.289939172,168539
62931,0.444448889,62934
62931,0.326532245,63707
62934,0.183672245,115504
62934,0.25,147110
62939,0.25,168457
62941,0.284440889,63002
63001,0.41326898,73913
63005,0.2704,168481
63103,0.169546298,73905
63207,0.289939172,73906
63207,0.25,104809
63302,0.284440889,63403
63303,0.468143324,63304
63304,0.25,199306
63306,0.304394958,189028
63404,0.25,63822
63406,0.280274948,94414
94414,0.335183103,136912
63503,0.37051569,63808
63503,0.319473648,115603
63503,0.25,168437
63505,0.25,189209
104703,0.19140625,157203
63809,0.297515703,178701
63810,0.308646914,115903
63811,0.326532245,73908
63811,0.297515703,104814
157212,0.226756916,157301
63818,0.297515703,189002
73902,0.2304,168483
73903,0.3025,73907
73903,0.3025,168532
73904,0.319473648,168485
73918,0.25,157219
115902,0.326532245,137013
115902,0.383222903,157208
115902,0.383222903,157312
115902,0.326532245,168402
74012,0.233057218,157325
74013,0.224372742,136912
74013,0.151235432,178905
136912,0.3025,137013
74015,0.173613889,168518
84101,0.330625,84102
84101,0.275625,104821
84105,0.297515703,84106
84105,0.25,147108
84104,0.277012742,84107
84107,0.262984352,104820
147108,0.284440889,147112
84201,0.25,84203
84203,0.197526914,84303
84203,0.274376916,115510
84203,0.25,116214
84202,0.340273889,189113
189113,0.213019172,209613
84303,0.197526914,115105
115510,0.274376916,136913
115510,0.297515703,178712
84302,0.25,209401
115105,0.224372742,147106
94407,0.496390703,94408
94407,0.496390703,94409
94407,0.349174628,94412
94420,0.200954958,94602
94420,0.300731592,116209
104702,0.25,104703
104705,0.197526914,178805
104801,0.31640625,104810
104802,0.326532245,104804
104802,0.3025,136805
104803,0.335183103,104818
104806,0.206615703,168427
104907,0.25,147103
147103,0.210066389,147113
104908,0.217780889,168515
104909,0.25,189019
189019,0.25,189020
115007,0.197526914,157221
115101,0.197526914,115105
115107,0.340273889,209401
115111,0.277012742,115112
115112,0.335183103,115309
115205,0.286985204,116002
115208,0.282226563,115209
115402,0.25,168532
115804,0.390625,115807
115408,0.319473648,115501
115408,0.332836686,115509
115503,0.297515703,115902
157323,0.280274948,158215
115601,0.284440889,157612
115607,0.299887664,157308
115701,0.280274948,116214
115702,0.319473648,136908
115801,0.25,158215
158215,0.340273889,158306
158215,0.25,178715
209606,0.36,209607
157208,0.427519823,157209
116001,0.332836686,116002
116001,0.2704,147113
116116,0.25,189006
116215,0.25,189113
116303,0.183672245,116306
116303,0.378692544,116307
126402,0.15311569,126404
126402,0.147932544,126505
126402,0.094673136,158111
126506,0.280274948,137020
137020,0.280274948,168415
126601,0.183672245,189105
189105,0.25,189108
126702,0.390625,189102
126704,0.25,209505
136801,0.297515703,136802
136801,0.25,157303
136903,0.340273889,168484
136907,0.25,157324
136911,0.468143324,136912
136911,0.25,178712
137004,0.081630204,168456
137018,0.25,168513
168513,0.25,189207
147101,0.25,189102
147102,0.25,147103
157201,0.09765625,157305
157305,0.373455432,168455
157202,0.25,157209
157209,0.332836686,157210
157209,0.25,157408
157205,0.293406389,168414
157207,0.2025,157224
157213,0.351162908,157214
157213,0.304394958,157228
157214,0.36861898,157216
157223,0.289939172,178603
178711,0.25,178714
157317,0.286985204,158201
158201,0.26369252,209404
168448,0.280274948,209608
157412,0.217780889,168478
157402,0.145122903,157901
157407,0.25,157408
157409,0.217780889,157411
157413,0.25,199306
157601,0.200954958,178606
178606,0.340273889,178607
178606,0.297515703,178906
157607,0.340273889,168428
158101,0.25,189005
158102,0.25,209504
158104,0.140625,209504
158203,0.36,158205
158209,0.297515703,168479
158211,0.213019172,189002
158303,0.36,168466
158305,0.224372742,168480
158305,0.213019172,168510
158307,0.224372742,189032
168410,0.340273889,178607
168411,0.40495405,189111
168411,0.213019172,219703
189111,0.340273889,189113
189111,0.40495405,189114
168420,0.308646914,168457
168420,0.297515703,168464
168464,0.297515703,178604
168430,0.228732628,189015
168440,0.41326898,168442
168461,0.308646914,189011
168446,0.297515703,168461
168447,0.25,189113
168451,0.335183103,168480
168452,0.25,189029
168460,0.378692544,178603
168470,0.284440889,168527
168519,0.36,168521
168476,0.284440889,189024
168507,0.335183103,168532
168521,0.444448889,168527
168531,0.36,168548
178602,0.226756916,178606
178710,0.169546298,199306
178802,0.221454948,199306
178803,0.289939172,219703
178907,0.297515703,189015
189003,0.444448889,189004
189003,0.25,189113
189013,0.25,189207
189018,0.25,189030
189101,0.25,189108
219701,0.213019172,219703
